query_id,P@10,R@10,AP,F1@10,RR,NDCG@10
1,0.4,0.14285714285714285,0.2042055184015942,0.21052631578947364,0.5,0.3447683610285248
2,0.4,0.16666666666666666,0.16519660113351028,0.23529411764705882,1.0,0.24906211915854798
3,0.4,0.5,0.5880772460881797,0.4444444444444445,1.0,0.6479396238941381
4,0.1,0.5,0.5833333333333334,0.16666666666666669,1.0,0.6131471927654584
5,0.1,0.25,0.16911764705882354,0.14285714285714288,0.25,0.07395536807032282
6,0.1,0.25,0.15091229382356414,0.14285714285714288,0.5,0.2609252979031514
7,0.2,0.4,0.25021655568187967,0.26666666666666666,0.5,0.35870174497018037
8,0.1,0.09090909090909091,0.16001175072165097,0.09523809523809525,1.0,0.08966284300766812
9,0.0,0.0,0.02999112688553682,0.0,0.043478260869565216,0.0
10,0.2,0.25,0.12111405311232466,0.22222222222222224,0.5,0.220389591205739
11,0.2,0.2857142857142857,0.16733690934190193,0.23529411764705882,0.5,0.25994112950874587
12,0.0,0.0,0.05220303574957419,0.0,0.06666666666666667,0.0
13,0.0,0.0,0.0030198619069691786,0.0,0.002702702702702703,0.0
14,0.1,0.5,0.12272727272727274,0.16666666666666669,0.2,0.08353674700770265
15,0.2,1.0,1.0,0.33333333333333337,1.0,1.0
16,0.2,0.6666666666666666,0.2611111111111111,0.30769230769230765,0.5,0.41931228218580535
17,0.1,0.5,0.18137254901960784,0.16666666666666669,0.3333333333333333,0.23463936301137822
18,0.1,0.3333333333333333,0.11979467900520531,0.15384615384615383,0.25,0.20210734650054757
19,0.0,0.0,0.01676722354991398,0.0,0.09090909090909091,0.0
20,0.4,0.4444444444444444,0.3302185728155297,0.4210526315789474,0.5,0.39863011597502507
21,0.2,0.5,0.11124577868937369,0.28571428571428575,0.16666666666666666,0.16833748042307253
22,0.0,0.0,0.0017211703958691911,0.0,0.0017211703958691911,0.0
23,0.1,0.03125,0.1201519387853398,0.047619047619047616,1.0,0.06344530423099498
24,0.2,0.6666666666666666,0.4475500345065562,0.30769230769230765,1.0,0.5154858981951099
25,0.5,0.5555555555555556,0.5180945967602285,0.5263157894736842,1.0,0.6264453336627903
26,0.2,0.3333333333333333,0.32336133329510813,0.25,1.0,0.2556989928308902
27,0.1,0.3333333333333333,0.1010860484544695,0.15384615384615383,0.25,0.14617069744699573
28,0.0,0.0,0.001646180860403863,0.0,0.0016339869281045752,0.0
29,0.4,0.4444444444444444,0.41655375813627404,0.4210526315789474,1.0,0.49109542622599456
30,0.1,0.14285714285714285,0.07671399360402287,0.11764705882352941,0.2,0.07139082595537054
31,0.0,0.0,0.0007342143906020558,0.0,0.0007342143906020558,0.0
32,0.0,0.0,0.016834529731389835,0.0,0.016129032258064516,0.0
33,0.2,0.6666666666666666,0.44152046783625726,0.30769230769230765,0.5,0.5265657011759873
34,0.2,0.3333333333333333,0.20964960964960963,0.25,0.25,0.2490907585887415
35,0.0,0.0,0.015169641701725335,0.0,0.0136986301369863,0.0
36,0.0,0.0,0.047533547533547535,0.0,0.09090909090909091,0.0
37,0.2,0.2222222222222222,0.15908889730672646,0.2105263157894737,0.2,0.15166945709152602
38,0.0,0.0,0.06363097966110501,0.0,0.08333333333333333,0.0
39,0.2,0.15384615384615385,0.11108701685261793,0.17391304347826086,0.25,0.17627607064243397
40,0.0,0.0,0.037702111274902715,0.0,0.05,0.0
41,0.3,1.0,0.9166666666666666,0.4615384615384615,1.0,0.8599797111848092
42,0.3,0.6,0.19674200101574402,0.4,0.25,0.3054499675624603
43,0.4,0.6666666666666666,0.6156333091612279,0.5,1.0,0.43035507200335804
44,0.0,0.0,0.0021736000191193983,0.0,0.001218026796589525,0.0
45,0.2,0.16666666666666666,0.11387233785057764,0.1818181818181818,0.5,0.13950391193931175
46,0.5,0.3333333333333333,0.2901234828074434,0.4,0.5,0.40550624081735315
47,0.5,0.35714285714285715,0.32077584310247087,0.41666666666666663,0.3333333333333333,0.3126121099444624
48,0.2,0.18181818181818182,0.1433647035272364,0.1904761904761905,0.5,0.20464208923947116
49,0.1,0.5,0.14015151515151514,0.16666666666666669,0.25,0.2192560461704936
50,0.1,0.16666666666666666,0.03532513968073749,0.125,0.125,0.053776034178421146
51,0.4,0.4,0.4651333167299511,0.4000000000000001,1.0,0.5058895906637463
52,0.2,0.5,0.17935463659147868,0.28571428571428575,0.14285714285714285,0.18216449358756576
53,0.1,0.1,0.23589936777502357,0.10000000000000002,1.0,0.2274776829800577
54,0.2,0.2222222222222222,0.1654093174233404,0.2105263157894737,0.5,0.16049088143591667
55,0.3,0.3,0.18783209152771616,0.3,0.3333333333333333,0.2675324487656922
56,0.2,0.2,0.13128741729022,0.20000000000000004,0.3333333333333333,0.17668247388905362
57,0.0,0.0,0.07663154783732,0.0,0.07692307692307693,0.0
58,0.1,0.1111111111111111,0.07117390958173489,0.10526315789473685,0.2,0.05020504830653204
59,0.1,0.25,0.08177804944308611,0.14285714285714288,0.1111111111111111,0.1244930055236533
60,0.2,0.4,0.3922935779816514,0.26666666666666666,1.0,0.4680834156611405
61,0.2,0.4,0.2789912117916962,0.26666666666666666,0.5,0.3059266737538365
62,0.0,0.0,0.029573995217796918,0.0,0.06666666666666667,0.0
63,0.0,0.0,0.005007056950668237,0.0,0.005076142131979695,0.0
64,0.0,0.0,0.026041666666666664,0.0,0.03125,0.0
65,0.5,0.3333333333333333,0.25144093373096793,0.4,0.5,0.3575148586910435
66,0.1,0.2,0.10017713365539453,0.13333333333333333,0.2,0.09637771110074016
67,0.6,0.42857142857142855,0.5110750094549493,0.5,1.0,0.4935671743178202
68,0.1,0.2,0.1493056669555439,0.13333333333333333,0.5,0.1491819879191439
69,0.0,0.0,0.05640203668596792,0.0,0.08333333333333333,0.0
70,0.1,0.1,0.09107998917020646,0.10000000000000002,0.16666666666666666,0.05437148666402501
71,0.0,0.0,0.04559991852222037,0.0,0.07692307692307693,0.0
72,0.1,0.058823529411764705,0.03218384706103422,0.07407407407407408,0.16666666666666666,0.039832681131757655
73,0.5,0.25,0.31935121560347823,0.3333333333333333,1.0,0.3895191747739549
74,0.1,0.16666666666666666,0.06305388776876003,0.125,0.16666666666666666,0.06303509574959079
75,0.0,0.0,0.04840339305398883,0.0,0.07692307692307693,0.0
76,0.3,0.42857142857142855,0.4042343617851419,0.3529411764705882,1.0,0.4686829842627261
77,0.4,0.6666666666666666,0.3683877814691769,0.5,1.0,0.5465846099697556
78,0.3,1.0,0.5694444444444444,0.4615384615384615,1.0,0.7905948776468635
79,0.1,0.2,0.06474611614539331,0.13333333333333333,0.25,0.11771078025125549
80,0.0,0.0,0.008077316948284691,0.0,0.006944444444444444,0.0
81,0.1,0.5,0.5909090909090909,0.16666666666666669,1.0,0.8637574337885663
82,0.3,0.6,0.26962585034013603,0.4,0.3333333333333333,0.36410248810743767
83,0.1,0.25,0.258767890849781,0.14285714285714288,1.0,0.3903800499921017
84,0.4,0.36363636363636365,0.3736707524996401,0.380952380952381,1.0,0.527039982934888
85,0.0,0.0,0.03661939812429101,0.0,0.09090909090909091,0.0
86,0.2,1.0,0.5833333333333333,0.33333333333333337,0.5,0.6934264036172708
87,0.0,0.0,0.011051266401959015,0.0,0.005649717514124294,0.0
88,0.6,1.0,0.6218253968253968,0.7499999999999999,0.5,0.6730456635110089
89,0.2,0.3333333333333333,0.37716420630581377,0.25,1.0,0.291281890477456
90,0.3,0.23076923076923078,0.21551140525143925,0.2608695652173913,0.5,0.3246860605444059
91,0.3,0.3333333333333333,0.3651790418307204,0.3157894736842105,1.0,0.32946819315354364
92,0.6,0.46153846153846156,0.4400460274656081,0.5217391304347826,1.0,0.6289933110004136
93,0.1,1.0,0.5,0.18181818181818182,0.5,0.6309297535714574
94,0.6,0.5,0.4339632204668436,0.5454545454545454,0.5,0.49731362793477385
95,0.2,1.0,0.6,0.33333333333333337,1.0,0.9261779069332854
96,0.5,0.38461538461538464,0.34188795566562696,0.4347826086956522,0.3333333333333333,0.3853402353207305
97,0.1,0.1,0.07451825039581479,0.10000000000000002,0.3333333333333333,0.09516795634649246
98,0.0,0.0,0.01611233596580756,0.0,0.03571428571428571,0.0
99,0.1,0.25,0.08018793886823626,0.14285714285714288,0.16666666666666666,0.10547813985335672
100,0.3,0.3333333333333333,0.2898196169498226,0.3157894736842105,1.0,0.3551071329976448
101,0.5,0.8333333333333334,0.6082282913165267,0.625,1.0,0.6913208329481463
102,0.1,0.25,0.3222167044290636,0.14285714285714288,1.0,0.40964211129431916
103,0.0,0.0,0.011834470121144252,0.0,0.02127659574468085,0.0
104,0.1,0.2,0.08514275622624948,0.13333333333333333,0.3333333333333333,0.1695801026368081
105,0.2,0.4,0.3984865033546575,0.26666666666666666,1.0,0.4383279704259099
106,0.3,0.6,0.23182617382617382,0.4,0.25,0.3518457206964197
107,0.2,0.2857142857142857,0.2594119393633337,0.23529411764705882,0.5,0.26400299749826417
108,0.6,0.8571428571428571,0.8285714285714285,0.7058823529411764,1.0,0.7771636676113479
109,0.0,0.0,0.028651214798709412,0.0,0.05263157894736842,0.0
110,0.0,0.0,0.012091110082425322,0.0,0.010752688172043012,0.0
111,0.2,0.2857142857142857,0.2093792093286305,0.23529411764705882,0.3333333333333333,0.24867785233967468
112,0.2,1.0,0.35,0.33333333333333337,0.5,0.575434372962528
113,0.2,0.5,0.3752133976619038,0.28571428571428575,1.0,0.5413996682199069
114,0.0,0.0,0.0379467043732396,0.0,0.08333333333333333,0.0
115,0.0,0.0,0.04281648577099535,0.0,0.03571428571428571,0.0
116,0.0,0.0,0.03989739047434155,0.0,0.0625,0.0
117,0.0,0.0,0.038157894736842106,0.0,0.05,0.0
118,0.2,0.6666666666666666,0.21572104018912527,0.30769230769230765,0.25,0.34015199929162726
119,0.0,0.0,0.04,0.0,0.04,0.0
120,0.4,0.4444444444444444,0.44596555881502653,0.4210526315789474,0.5,0.3424701035721314
121,0.4,0.5714285714285714,0.5261904761904762,0.47058823529411764,0.5,0.512965903831165
122,0.1,0.1111111111111111,0.14228945912704657,0.10526315789473685,0.16666666666666666,0.10485642652405022
123,0.0,0.0,0.03202581926514399,0.0,0.02631578947368421,0.0
124,0.0,0.0,0.003862541829079454,0.0,0.005780346820809248,0.0
125,0.3,0.17647058823529413,0.29270726761673616,0.22222222222222224,1.0,0.2620955839547857
126,0.2,0.25,0.22349263519621018,0.22222222222222224,1.0,0.26758011768212336
127,0.2,0.4,0.11742454394693203,0.26666666666666666,0.2,0.1824887640635452
128,0.0,0.0,0.025645380434782608,0.0,0.043478260869565216,0.0
129,0.4,0.5714285714285714,0.4018537348333613,0.47058823529411764,0.5,0.4424762937492068
130,0.4,0.8,0.5848484848484848,0.5333333333333333,1.0,0.745726717427178
131,0.4,0.5,0.2492985817542825,0.4444444444444445,0.25,0.334619177066884
132,0.7,0.4666666666666667,0.5947666468947005,0.56,0.5,0.4677593098241877
133,0.0,0.0,0.22054542096558905,0.0,0.09090909090909091,0.0
134,0.1,0.5,0.13333333333333333,0.16666666666666669,0.16666666666666666,0.2507406824493034
135,0.5,0.625,0.440072601010101,0.5555555555555556,0.5,0.5174634578663277
136,0.2,0.6666666666666666,0.41923076923076924,0.30769230769230765,1.0,0.30699680623411146
137,0.2,0.5,0.1944319640564827,0.28571428571428575,0.25,0.3380948385776005
138,0.1,0.5,0.1315359477124183,0.16666666666666669,0.25,0.2640681225725909
139,0.0,0.0,0.004863264254470882,0.0,0.003236245954692557,0.0
140,0.1,0.16666666666666666,0.10954627920706576,0.125,0.5,0.0691192617445814
141,0.2,0.3333333333333333,0.417983682983683,0.25,1.0,0.3016938045891056
142,0.0,0.0,0.0014005602240896359,0.0,0.0014005602240896359,0.0
143,0.1,0.5,0.5666666666666667,0.16666666666666669,1.0,0.6131471927654584
144,0.5,0.8333333333333334,0.5625901875901875,0.625,0.5,0.6530880485340668
145,0.4,0.5714285714285714,0.37943852041404097,0.47058823529411764,1.0,0.503971565777765
146,0.2,1.0,0.6666666666666666,0.33333333333333337,1.0,0.9243382314975351
147,0.4,0.4,0.2796298572044241,0.4000000000000001,0.5,0.36503790066307146
148,0.2,0.3333333333333333,0.19697698404690633,0.25,0.3333333333333333,0.21296307116410543
149,0.5,0.45454545454545453,0.36581847901068937,0.47619047619047616,1.0,0.47913316335838313
150,0.2,1.0,0.5833333333333333,0.33333333333333337,0.5,0.6934264036172708
151,0.0,0.0,0.01713409380311547,0.0,0.018867924528301886,0.0
152,0.0,0.0,0.014920259623725824,0.0,0.037037037037037035,0.0
153,0.3,0.42857142857142855,0.14567199656570837,0.3529411764705882,0.25,0.30681917063433994
154,0.2,1.0,0.625,0.33333333333333337,1.0,0.8519590445170673
155,0.2,0.3333333333333333,0.24321758446758443,0.25,1.0,0.42347151372562786
156,0.6,0.42857142857142855,0.5140167733501284,0.5,1.0,0.5749103413801763
157,0.6,0.15384615384615385,0.21263800703539415,0.2448979591836735,0.5,0.40199326760099063
158,0.1,0.125,0.20648134851003408,0.11111111111111112,1.0,0.08447715617832043
159,0.1,0.125,0.05584731154705652,0.11111111111111112,0.25,0.09576745329637856
160,0.1,0.2,0.053026155131418284,0.13333333333333333,0.14285714285714285,0.09545348274731799
161,0.3,0.5,0.4228087685178372,0.37499999999999994,1.0,0.4254072121964696
162,0.3,0.375,0.2725709328434375,0.33333333333333326,1.0,0.4394314507387912
163,0.2,0.6666666666666666,0.28888888888888886,0.30769230769230765,0.3333333333333333,0.4367467095119259
164,0.4,0.5,0.4763984696620487,0.4444444444444445,1.0,0.5073003092987214
165,0.2,1.0,0.39285714285714285,0.33333333333333337,0.5,0.5912352048230277
166,0.1,0.125,0.0381772706878259,0.11111111111111112,0.125,0.07979453856244818
167,0.2,1.0,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.48538004546068164
168,0.1,0.5,0.08474178403755868,0.16666666666666669,0.16666666666666666,0.21840743681816419
169,0.2,0.5,0.2936199479791916,0.28571428571428575,0.5,0.44149241373678083
170,0.3,0.5,0.24451753845585636,0.37499999999999994,0.5,0.3659606062303226
171,0.2,0.6666666666666666,0.48739495798319327,0.30769230769230765,1.0,0.45475838598436913
172,0.4,1.0,0.8041666666666667,0.5714285714285715,1.0,0.7025429713312312
173,0.2,1.0,1.0,0.33333333333333337,1.0,1.0
174,0.1,0.2,0.05619845694205515,0.13333333333333333,0.125,0.04794744358501746
175,0.1,0.2,0.06505456707973706,0.13333333333333333,0.25,0.11442222493583813
176,0.1,0.14285714285714285,0.08441328051846532,0.11764705882352941,0.3333333333333333,0.05618066440957931
177,0.3,0.6,0.36666666666666664,0.4,0.5,0.4441633273867423
178,0.2,0.5,0.20382553606237816,0.28571428571428575,0.3333333333333333,0.34850446789952916
179,0.2,0.5,0.21451250761901208,0.28571428571428575,0.5,0.3853585682515056
180,0.3,0.42857142857142855,0.35653585710925156,0.3529411764705882,0.5,0.3989373566655668
181,0.2,0.4,0.30826086956521737,0.26666666666666666,1.0,0.5012993911161899
182,0.1,0.5,0.34090909090909094,0.16666666666666669,0.5,0.17376534287144002
183,0.3,0.23076923076923078,0.2194862332553766,0.2608695652173913,0.5,0.24723215145507532
184,0.1,0.14285714285714285,0.07233397681434509,0.11764705882352941,0.1111111111111111,0.07580074441927238
185,0.6,0.6666666666666666,0.822079772079772,0.631578947368421,1.0,0.5818004554318398
186,0.5,0.3125,0.20580111515610106,0.38461538461538464,0.5,0.3951962856251222
187,0.2,0.3333333333333333,0.150578812870481,0.25,0.5,0.2561736782935595
188,0.3,0.2727272727272727,0.27700324702960677,0.28571428571428564,1.0,0.2761115961273887
189,0.1,0.1111111111111111,0.1193761051736729,0.10526315789473685,0.5,0.1477165736113214
190,0.2,0.4,0.36588173731030876,0.26666666666666666,1.0,0.5112538985510147
191,0.3,0.23076923076923078,0.34195552956783387,0.2608695652173913,0.25,0.2101704071608032
192,0.3,0.75,0.27035670356703567,0.4285714285714285,0.3333333333333333,0.4637257479802832
193,0.7,0.7777777777777778,0.7128565878565878,0.7368421052631577,1.0,0.7682024543510438
194,0.3,0.5,0.29670745491178924,0.37499999999999994,0.5,0.34450680745123985
195,0.0,0.0,0.057210143513277904,0.0,0.09090909090909091,0.0
196,0.2,0.16666666666666666,0.09069045283848236,0.1818181818181818,0.25,0.14731468912493167
197,0.3,1.0,0.7666666666666666,0.4615384615384615,1.0,0.8077641213816277
198,0.2,0.5,0.40405322258114135,0.28571428571428575,1.0,0.5011456812152061
199,0.0,0.0,0.039925785472627394,0.0,0.047619047619047616,0.0
200,0.2,0.6666666666666666,0.4731601731601731,0.30769230769230765,1.0,0.6508205185601091
201,0.6,0.375,0.3709382592971916,0.4615384615384615,1.0,0.4129404604416331
202,0.3,0.21428571428571427,0.14883127579679578,0.25,0.5,0.3316894965465053
203,0.4,0.2857142857142857,0.19962736913167647,0.3333333333333333,0.5,0.3215849987949056
204,0.1,0.07142857142857142,0.045136930459403056,0.08333333333333333,0.16666666666666666,0.039199134489337664
205,0.0,0.0,0.042002688172043015,0.0,0.0625,0.0
206,0.2,0.6666666666666666,0.39125855713533436,0.30769230769230765,0.5,0.4298593499260986
207,0.0,0.0,0.006981074725679812,0.0,0.004545454545454545,0.0
208,0.3,0.5,0.3845224122512854,0.37499999999999994,0.5,0.3864390113590678
209,0.3,0.25,0.19337948865065915,0.2727272727272727,0.5,0.28807614511876195
210,0.2,0.3333333333333333,0.33381993703544044,0.25,1.0,0.36573492019759396
211,0.1,0.09090909090909091,0.19764503080691923,0.09523809523809525,1.0,0.24029393483736036
212,0.7,0.5,0.5511650574208178,0.5833333333333334,1.0,0.6544963667432928
213,0.6,0.5454545454545454,0.5931910563875372,0.5714285714285713,1.0,0.47950238257609135
214,0.1,0.25,0.15065789473684207,0.14285714285714288,0.5,0.24630238874072996
215,0.0,0.0,0.028474711270410194,0.0,0.03225806451612903,0.0
216,0.0,0.0,0.002136752136752137,0.0,0.002136752136752137,0.0
217,0.1,0.06666666666666667,0.14886827832473487,0.08,1.0,0.06834953233370261
218,0.2,0.13333333333333333,0.14266004547295894,0.16,0.25,0.1475819610730672
219,0.0,0.0,0.03167884642835062,0.0,0.027777777777777776,0.0
220,0.2,0.10526315789473684,0.18511201841403194,0.13793103448275862,0.5,0.22986183139241562
221,0.3,0.16666666666666666,0.152040010984172,0.21428571428571427,0.5,0.2918749756935318
222,0.4,0.4444444444444444,0.3716318660763106,0.4210526315789474,0.5,0.4140515598933638
223,0.2,0.5,0.44217506631299736,0.28571428571428575,1.0,0.5413996682199069
224,0.3,0.375,0.2599803208449582,0.33333333333333326,0.25,0.2977870988135379
225,0.2,0.08333333333333333,0.07522199930406344,0.11764705882352941,0.5,0.24849606968964377
